Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Klang,600,51.0 kg,60.0 cm,Steel,"Plus,Minus,Clear Body"," Ups Sp. Atk if another Pokémon has Plus or Minus., Ups Sp. Atk if another Pokémon has Plus or Minus., Prevents other Pokémon from lowering its stats."," https://pokemondb.net/ability/plus, https://pokemondb.net/ability/minus, https://pokemondb.net/ability/clear-body",https://pokemondb.net/pokedex/klang,Klinklang, #0601," https://pokemondb.net/pokedex/klang, https://pokemondb.net/pokedex/klinklang"
Ferrothorn,598,110.0 kg,100.0 cm,"Grass,Steel","Iron Barbs,Anticipation"," Inflicts damage to the Pokémon on contact., Senses a foe's dangerous moves."," https://pokemondb.net/ability/iron-barbs, https://pokemondb.net/ability/anticipation",https://pokemondb.net/pokedex/ferrothorn,,,
Ferroseed,597,18.8 kg,60.0 cm,"Grass,Steel",Iron Barbs, Inflicts damage to the Pokémon on contact., https://pokemondb.net/ability/iron-barbs,https://pokemondb.net/pokedex/ferroseed,Ferrothorn, #0598, https://pokemondb.net/pokedex/ferrothorn
Galvantula,596,14.3 kg,80.0 cm,"Bug,Electric","Compound Eyes,Unnerve,Swarm"," The Pokémon's accuracy is boosted., Makes the foe nervous and unable to eat Berries., Powers up Bug-type moves in a pinch."," https://pokemondb.net/ability/compound-eyes, https://pokemondb.net/ability/unnerve, https://pokemondb.net/ability/swarm",https://pokemondb.net/pokedex/galvantula,,,
Frillish,592,33.0 kg,120.0 cm,"Water,Ghost","Water Absorb,Cursed Body,Damp"," Restores HP if hit by a Water-type move., May disable a move used on the Pokémon., Prevents the use of self-destructing moves."," https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/cursed-body, https://pokemondb.net/ability/damp",https://pokemondb.net/pokedex/frillish,Jellicent, #0593, https://pokemondb.net/pokedex/jellicent
Escavalier,589,33.0 kg,100.0 cm,"Bug,Steel","Swarm,Shell Armor,Overcoat"," Powers up Bug-type moves in a pinch., The Pokémon is protected against critical hits., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/shell-armor, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/escavalier,,,
Amoonguss,591,10.5 kg,60.0 cm,"Grass,Poison","Effect Spore,Regenerator"," Contact may poison or cause paralysis or sleep., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/effect-spore, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/amoonguss,,,
Foongus,590,1.0 kg,20.0 cm,"Grass,Poison","Effect Spore,Regenerator"," Contact may poison or cause paralysis or sleep., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/effect-spore, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/foongus,Amoonguss, #0591, https://pokemondb.net/pokedex/amoonguss
Jellicent,593,135.0 kg,220.00000000000003 cm,"Water,Ghost","Water Absorb,Cursed Body,Damp"," Restores HP if hit by a Water-type move., May disable a move used on the Pokémon., Prevents the use of self-destructing moves."," https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/cursed-body, https://pokemondb.net/ability/damp",https://pokemondb.net/pokedex/jellicent,,,
Joltik,595,0.6 kg,10.0 cm,"Bug,Electric","Compound Eyes,Unnerve,Swarm"," The Pokémon's accuracy is boosted., Makes the foe nervous and unable to eat Berries., Powers up Bug-type moves in a pinch."," https://pokemondb.net/ability/compound-eyes, https://pokemondb.net/ability/unnerve, https://pokemondb.net/ability/swarm",https://pokemondb.net/pokedex/joltik,Galvantula, #0596, https://pokemondb.net/pokedex/galvantula
Karrablast,588,5.9 kg,50.0 cm,Bug,"Swarm,Shed Skin,No Guard"," Powers up Bug-type moves in a pinch., The Pokémon may heal its own status problems., Ensures attacks by or against the Pokémon land."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/shed-skin, https://pokemondb.net/ability/no-guard",https://pokemondb.net/pokedex/karrablast,Escavalier, #0589, https://pokemondb.net/pokedex/escavalier
Vanilluxe,584,57.5 kg,130.0 cm,Ice,"Ice Body,Snow Warning,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., The Pokémon summons a hailstorm in battle., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/ice-body, https://pokemondb.net/ability/snow-warning, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/vanilluxe,,,
Swanna,581,24.2 kg,130.0 cm,"Water,Flying","Keen Eye,Big Pecks,Hydration"," Prevents other Pokémon from lowering accuracy., Protects the Pokémon from Defense-lowering attacks., Heals status problems if it is raining."," https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/big-pecks, https://pokemondb.net/ability/hydration",https://pokemondb.net/pokedex/swanna,,,
Vanillite,582,5.7 kg,40.0 cm,Ice,"Ice Body,Snow Cloak,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., Raises evasion in a hailstorm., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/ice-body, https://pokemondb.net/ability/snow-cloak, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/vanillite,"Vanillish,Vanilluxe"," #0583, #0584"," https://pokemondb.net/pokedex/vanillish, https://pokemondb.net/pokedex/vanilluxe"
Sawsbuck,586,92.5 kg,190.0 cm,"Normal,Grass","Chlorophyll,Sap Sipper,Serene Grace"," Boosts the Pokémon's Speed in sunshine., Boosts Attack when hit by a Grass-type move., Boosts the likelihood of added effects appearing."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/sap-sipper, https://pokemondb.net/ability/serene-grace",https://pokemondb.net/pokedex/sawsbuck,,,
Vanillish,583,41.0 kg,110.00000000000001 cm,Ice,"Ice Body,Snow Cloak,Weak Armor"," The Pokémon gradually regains HP in a hailstorm., Raises evasion in a hailstorm., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/ice-body, https://pokemondb.net/ability/snow-cloak, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/vanillish,Vanilluxe, #0584," https://pokemondb.net/pokedex/vanillish, https://pokemondb.net/pokedex/vanilluxe"
Deerling,585,19.5 kg,60.0 cm,"Normal,Grass","Chlorophyll,Sap Sipper,Serene Grace"," Boosts the Pokémon's Speed in sunshine., Boosts Attack when hit by a Grass-type move., Boosts the likelihood of added effects appearing."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/sap-sipper, https://pokemondb.net/ability/serene-grace",https://pokemondb.net/pokedex/deerling,Sawsbuck, #0586, https://pokemondb.net/pokedex/sawsbuck
Alomomola,594,31.6 kg,120.0 cm,Water,"Healer,Hydration,Regenerator"," May heal an ally's status conditions., Heals status problems if it is raining., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/healer, https://pokemondb.net/ability/hydration, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/alomomola,,,
Ducklett,580,5.5 kg,50.0 cm,"Water,Flying","Keen Eye,Big Pecks,Hydration"," Prevents other Pokémon from lowering accuracy., Protects the Pokémon from Defense-lowering attacks., Heals status problems if it is raining."," https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/big-pecks, https://pokemondb.net/ability/hydration",https://pokemondb.net/pokedex/ducklett,Swanna, #0581, https://pokemondb.net/pokedex/swanna
Reuniclus,579,20.1 kg,100.0 cm,Psychic,"Overcoat,Magic Guard,Regenerator"," Protects the Pokémon from weather damage., Protects the Pokémon from indirect damage., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/overcoat, https://pokemondb.net/ability/magic-guard, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/reuniclus,,,
Emolga,587,5.0 kg,40.0 cm,"Electric,Flying","Static,Motor Drive"," Contact with the Pokémon may cause paralysis., Raises Speed if hit by an Electric-type move."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/motor-drive",https://pokemondb.net/pokedex/emolga,,,
Duosion,578,8.0 kg,60.0 cm,Psychic,"Overcoat,Magic Guard,Regenerator"," Protects the Pokémon from weather damage., Protects the Pokémon from indirect damage., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/overcoat, https://pokemondb.net/ability/magic-guard, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/duosion,Reuniclus, #0579," https://pokemondb.net/pokedex/duosion, https://pokemondb.net/pokedex/reuniclus"
Solosis,577,1.0 kg,30.0 cm,Psychic,"Overcoat,Magic Guard,Regenerator"," Protects the Pokémon from weather damage., Protects the Pokémon from indirect damage., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/overcoat, https://pokemondb.net/ability/magic-guard, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/solosis,"Duosion,Reuniclus"," #0578, #0579"," https://pokemondb.net/pokedex/duosion, https://pokemondb.net/pokedex/reuniclus"
Gothitelle,576,44.0 kg,150.0 cm,Psychic,"Frisk,Competitive,Shadow Tag"," The Pokémon can check a foe's held item., Sharply raises Special Attack when the Pokémon's stats are lowered., Prevents the foe from escaping."," https://pokemondb.net/ability/frisk, https://pokemondb.net/ability/competitive, https://pokemondb.net/ability/shadow-tag",https://pokemondb.net/pokedex/gothitelle,,,
Trubbish,568,31.0 kg,60.0 cm,Poison,"Stench,Sticky Hold,Aftermath"," The stench may cause the target to flinch., Protects the Pokémon from item theft., Damages the attacker landing the finishing hit."," https://pokemondb.net/ability/stench, https://pokemondb.net/ability/sticky-hold, https://pokemondb.net/ability/aftermath",https://pokemondb.net/pokedex/trubbish,Garbodor, #0569, https://pokemondb.net/pokedex/garbodor
Gothita,574,5.8 kg,40.0 cm,Psychic,"Frisk,Competitive,Shadow Tag"," The Pokémon can check a foe's held item., Sharply raises Special Attack when the Pokémon's stats are lowered., Prevents the foe from escaping."," https://pokemondb.net/ability/frisk, https://pokemondb.net/ability/competitive, https://pokemondb.net/ability/shadow-tag",https://pokemondb.net/pokedex/gothita,"Gothorita,Gothitelle"," #0575, #0576"," https://pokemondb.net/pokedex/gothorita, https://pokemondb.net/pokedex/gothitelle"
Minccino,572,5.8 kg,40.0 cm,Normal,"Cute Charm,Technician,Skill Link"," Contact with the Pokémon may cause infatuation., Powers up the Pokémon's weaker moves., Increases the frequency of multi-strike moves."," https://pokemondb.net/ability/cute-charm, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/skill-link",https://pokemondb.net/pokedex/minccino,Cinccino, #0573, https://pokemondb.net/pokedex/cinccino
Gothorita,575,18.0 kg,70.0 cm,Psychic,"Frisk,Competitive,Shadow Tag"," The Pokémon can check a foe's held item., Sharply raises Special Attack when the Pokémon's stats are lowered., Prevents the foe from escaping."," https://pokemondb.net/ability/frisk, https://pokemondb.net/ability/competitive, https://pokemondb.net/ability/shadow-tag",https://pokemondb.net/pokedex/gothorita,Gothitelle, #0576," https://pokemondb.net/pokedex/gothorita, https://pokemondb.net/pokedex/gothitelle"
Zorua,570,12.5 kg,70.0 cm,Dark,"Illusion,Illusion"," Enters battle disguised as the last Pokémon in the party., Enters battle disguised as the last Pokémon in the party."," https://pokemondb.net/ability/illusion, https://pokemondb.net/ability/illusion",https://pokemondb.net/pokedex/zorua,Zoroark, #0571," https://pokemondb.net/pokedex/zoroark, https://pokemondb.net/pokedex/zorua, https://pokemondb.net/pokedex/zoroark"
Zoroark,571,81.1 kg,160.0 cm,Dark,"Illusion,Illusion"," Enters battle disguised as the last Pokémon in the party., Enters battle disguised as the last Pokémon in the party."," https://pokemondb.net/ability/illusion, https://pokemondb.net/ability/illusion",https://pokemondb.net/pokedex/zoroark,,,
Garbodor,569,107.3 kg,190.0 cm,Poison,"Stench,Weak Armor,Aftermath"," The stench may cause the target to flinch., Physical attacks lower Defense and raise Speed., Damages the attacker landing the finishing hit."," https://pokemondb.net/ability/stench, https://pokemondb.net/ability/weak-armor, https://pokemondb.net/ability/aftermath",https://pokemondb.net/pokedex/garbodor,,,
Cinccino,573,7.5 kg,50.0 cm,Normal,"Cute Charm,Technician,Skill Link"," Contact with the Pokémon may cause infatuation., Powers up the Pokémon's weaker moves., Increases the frequency of multi-strike moves."," https://pokemondb.net/ability/cute-charm, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/skill-link",https://pokemondb.net/pokedex/cinccino,,,
Archeops,567,32.0 kg,140.0 cm,"Rock,Flying",Defeatist, Lowers stats when HP drops below half., https://pokemondb.net/ability/defeatist,https://pokemondb.net/pokedex/archeops,,,
Archen,566,9.5 kg,50.0 cm,"Rock,Flying",Defeatist, Lowers stats when HP drops below half., https://pokemondb.net/ability/defeatist,https://pokemondb.net/pokedex/archen,Archeops, #0567, https://pokemondb.net/pokedex/archeops
Carracosta,565,81.0 kg,120.0 cm,"Water,Rock","Solid Rock,Sturdy,Swift Swim"," Reduces damage from super-effective attacks., It cannot be knocked out with one hit., Boosts the Pokémon's Speed in rain."," https://pokemondb.net/ability/solid-rock, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/swift-swim",https://pokemondb.net/pokedex/carracosta,,,
Tirtouga,564,16.5 kg,70.0 cm,"Water,Rock","Solid Rock,Sturdy,Swift Swim"," Reduces damage from super-effective attacks., It cannot be knocked out with one hit., Boosts the Pokémon's Speed in rain."," https://pokemondb.net/ability/solid-rock, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/swift-swim",https://pokemondb.net/pokedex/tirtouga,Carracosta, #0565, https://pokemondb.net/pokedex/carracosta
Cofagrigus,563,76.5 kg,170.0 cm,Ghost,Mummy, Contact with this Pokémon spreads this Ability., https://pokemondb.net/ability/mummy,https://pokemondb.net/pokedex/cofagrigus,"Yamask,Runerigus"," #0562, #0867"," https://pokemondb.net/pokedex/cofagrigus, https://pokemondb.net/pokedex/yamask, https://pokemondb.net/pokedex/runerigus"
Sigilyph,561,14.0 kg,140.0 cm,"Psychic,Flying","Wonder Skin,Magic Guard,Tinted Lens"," Makes status-changing moves more likely to miss., Protects the Pokémon from indirect damage., Powers up “not very effective” moves."," https://pokemondb.net/ability/wonder-skin, https://pokemondb.net/ability/magic-guard, https://pokemondb.net/ability/tinted-lens",https://pokemondb.net/pokedex/sigilyph,,,
Scrafty,560,30.0 kg,110.00000000000001 cm,"Dark,Fighting","Shed Skin,Moxie,Intimidate"," The Pokémon may heal its own status problems., Boosts Attack after knocking out any Pokémon., Lowers the foe's Attack stat."," https://pokemondb.net/ability/shed-skin, https://pokemondb.net/ability/moxie, https://pokemondb.net/ability/intimidate",https://pokemondb.net/pokedex/scrafty,,,
Yamask,562,1.5 kg,50.0 cm,Ghost,"Mummy,Wandering Spirit"," Contact with this Pokémon spreads this Ability., Swaps abilities with opponents on contact."," https://pokemondb.net/ability/mummy, https://pokemondb.net/ability/wandering-spirit",https://pokemondb.net/pokedex/yamask,Runerigus, #0867," https://pokemondb.net/pokedex/cofagrigus, https://pokemondb.net/pokedex/yamask, https://pokemondb.net/pokedex/runerigus"
Crustle,558,200.0 kg,140.0 cm,"Bug,Rock","Sturdy,Shell Armor,Weak Armor"," It cannot be knocked out with one hit., The Pokémon is protected against critical hits., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/shell-armor, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/crustle,,,
Dwebble,557,14.5 kg,30.0 cm,"Bug,Rock","Sturdy,Shell Armor,Weak Armor"," It cannot be knocked out with one hit., The Pokémon is protected against critical hits., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/shell-armor, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/dwebble,Crustle, #0558, https://pokemondb.net/pokedex/crustle
Maractus,556,28.0 kg,100.0 cm,Grass,"Water Absorb,Chlorophyll,Storm Drain"," Restores HP if hit by a Water-type move., Boosts the Pokémon's Speed in sunshine., Draws in all Water-type moves to up Sp. Attack."," https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/storm-drain",https://pokemondb.net/pokedex/maractus,,,
Darumaka,554,37.5 kg,60.0 cm,Fire,"Hustle,Inner Focus,Hustle,Inner Focus"," Boosts the Attack stat, but lowers accuracy., The Pokémon is protected from flinching., Boosts the Attack stat, but lowers accuracy., The Pokémon is protected from flinching."," https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/inner-focus",https://pokemondb.net/pokedex/darumaka,Darmanitan, #0555," https://pokemondb.net/pokedex/darmanitan, https://pokemondb.net/pokedex/darumaka, https://pokemondb.net/pokedex/darmanitan"
Krokorok,552,33.4 kg,100.0 cm,"Ground,Dark","Intimidate,Moxie,Anger Point"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Maxes Attack after taking a critical hit."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/moxie, https://pokemondb.net/ability/anger-point",https://pokemondb.net/pokedex/krokorok,Krookodile, #0553," https://pokemondb.net/pokedex/krokorok, https://pokemondb.net/pokedex/krookodile"
Scraggy,559,11.8 kg,60.0 cm,"Dark,Fighting","Shed Skin,Moxie,Intimidate"," The Pokémon may heal its own status problems., Boosts Attack after knocking out any Pokémon., Lowers the foe's Attack stat."," https://pokemondb.net/ability/shed-skin, https://pokemondb.net/ability/moxie, https://pokemondb.net/ability/intimidate",https://pokemondb.net/pokedex/scraggy,Scrafty, #0560, https://pokemondb.net/pokedex/scrafty
Darmanitan,555,92.9 kg,130.0 cm,Fire,"Sheer Force,Zen Mode,Sheer Force,Zen Mode,Gorilla Tactics,Zen Mode,Gorilla Tactics,Zen Mode"," Removes added effects to increase move damage., Changes form when HP drops below half., Removes added effects to increase move damage., Changes form when HP drops below half., Boosts the Pokémon's Attack stat but only allows the use of the first selected move., Changes form when HP drops below half., Boosts the Pokémon's Attack stat but only allows the use of the first selected move., Changes form when HP drops below half."," https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/zen-mode, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/zen-mode, https://pokemondb.net/ability/gorilla-tactics, https://pokemondb.net/ability/zen-mode, https://pokemondb.net/ability/gorilla-tactics, https://pokemondb.net/ability/zen-mode",https://pokemondb.net/pokedex/darmanitan,,,
Krookodile,553,96.3 kg,150.0 cm,"Ground,Dark","Intimidate,Moxie,Anger Point"," Lowers the foe's Attack stat., Boosts Attack after knocking out any Pokémon., Maxes Attack after taking a critical hit."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/moxie, https://pokemondb.net/ability/anger-point",https://pokemondb.net/pokedex/krookodile,,,
Throh,538,55.5 kg,130.0 cm,Fighting,"Guts,Inner Focus,Mold Breaker"," Boosts Attack if there is a status problem., The Pokémon is protected from flinching., Moves can be used regardless of Abilities."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/mold-breaker",https://pokemondb.net/pokedex/throh,,,
Venipede,543,5.3 kg,40.0 cm,"Bug,Poison","Poison Point,Swarm,Speed Boost"," Contact with the Pokémon may poison the attacker., Powers up Bug-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net/ability/poison-point, https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/speed-boost",https://pokemondb.net/pokedex/venipede,"Whirlipede,Scolipede"," #0544, #0545"," https://pokemondb.net/pokedex/whirlipede, https://pokemondb.net/pokedex/scolipede"
Swadloon,541,7.3 kg,50.0 cm,"Bug,Grass","Leaf Guard,Chlorophyll,Overcoat"," Prevents problems with status in sunny weather., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/leaf-guard, https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/swadloon,Leavanny, #0542," https://pokemondb.net/pokedex/swadloon, https://pokemondb.net/pokedex/leavanny"
Seismitoad,537,62.0 kg,150.0 cm,"Water,Ground","Swift Swim,Poison Touch,Water Absorb"," Boosts the Pokémon's Speed in rain., May poison targets when a Pokémon makes contact., Restores HP if hit by a Water-type move."," https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/poison-touch, https://pokemondb.net/ability/water-absorb",https://pokemondb.net/pokedex/seismitoad,,,
Sawk,539,51.0 kg,140.0 cm,Fighting,"Sturdy,Inner Focus,Mold Breaker"," It cannot be knocked out with one hit., The Pokémon is protected from flinching., Moves can be used regardless of Abilities."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/mold-breaker",https://pokemondb.net/pokedex/sawk,,,
Sewaddle,540,2.5 kg,30.0 cm,"Bug,Grass","Swarm,Chlorophyll,Overcoat"," Powers up Bug-type moves in a pinch., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/sewaddle,"Swadloon,Leavanny"," #0541, #0542"," https://pokemondb.net/pokedex/swadloon, https://pokemondb.net/pokedex/leavanny"
Palpitoad,536,17.0 kg,80.0 cm,"Water,Ground","Swift Swim,Hydration,Water Absorb"," Boosts the Pokémon's Speed in rain., Heals status problems if it is raining., Restores HP if hit by a Water-type move."," https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/hydration, https://pokemondb.net/ability/water-absorb",https://pokemondb.net/pokedex/palpitoad,Seismitoad, #0537," https://pokemondb.net/pokedex/palpitoad, https://pokemondb.net/pokedex/seismitoad"
Leavanny,542,20.5 kg,120.0 cm,"Bug,Grass","Swarm,Chlorophyll,Overcoat"," Powers up Bug-type moves in a pinch., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/overcoat",https://pokemondb.net/pokedex/leavanny,,,
Tympole,535,4.5 kg,50.0 cm,Water,"Swift Swim,Hydration,Water Absorb"," Boosts the Pokémon's Speed in rain., Heals status problems if it is raining., Restores HP if hit by a Water-type move."," https://pokemondb.net/ability/swift-swim, https://pokemondb.net/ability/hydration, https://pokemondb.net/ability/water-absorb",https://pokemondb.net/pokedex/tympole,"Palpitoad,Seismitoad"," #0536, #0537"," https://pokemondb.net/pokedex/palpitoad, https://pokemondb.net/pokedex/seismitoad"
Conkeldurr,534,87.0 kg,140.0 cm,Fighting,"Guts,Sheer Force,Iron Fist"," Boosts Attack if there is a status problem., Removes added effects to increase move damage., Boosts the power of punching moves."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/conkeldurr,,,
Gurdurr,533,40.0 kg,120.0 cm,Fighting,"Guts,Sheer Force,Iron Fist"," Boosts Attack if there is a status problem., Removes added effects to increase move damage., Boosts the power of punching moves."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/gurdurr,Conkeldurr, #0534," https://pokemondb.net/pokedex/gurdurr, https://pokemondb.net/pokedex/conkeldurr"
Timburr,532,12.5 kg,60.0 cm,Fighting,"Guts,Sheer Force,Iron Fist"," Boosts Attack if there is a status problem., Removes added effects to increase move damage., Boosts the power of punching moves."," https://pokemondb.net/ability/guts, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/timburr,"Gurdurr,Conkeldurr"," #0533, #0534"," https://pokemondb.net/pokedex/gurdurr, https://pokemondb.net/pokedex/conkeldurr"
Audino,531,31.0 kg,110.00000000000001 cm,Normal,"Healer,Regenerator,Klutz,Healer"," May heal an ally's status conditions., Restores a little HP when withdrawn from battle., The Pokémon can't use any held items., May heal an ally's status conditions."," https://pokemondb.net/ability/healer, https://pokemondb.net/ability/regenerator, https://pokemondb.net/ability/klutz, https://pokemondb.net/ability/healer",https://pokemondb.net/pokedex/audino,,,
Excadrill,530,40.4 kg,70.0 cm,"Ground,Steel","Sand Rush,Sand Force,Mold Breaker"," Boosts the Pokémon's Speed in a sandstorm., Boosts certain moves' power in a sandstorm., Moves can be used regardless of Abilities."," https://pokemondb.net/ability/sand-rush, https://pokemondb.net/ability/sand-force, https://pokemondb.net/ability/mold-breaker",https://pokemondb.net/pokedex/excadrill,,,
Drilbur,529,8.5 kg,30.0 cm,Ground,"Sand Rush,Sand Force,Mold Breaker"," Boosts the Pokémon's Speed in a sandstorm., Boosts certain moves' power in a sandstorm., Moves can be used regardless of Abilities."," https://pokemondb.net/ability/sand-rush, https://pokemondb.net/ability/sand-force, https://pokemondb.net/ability/mold-breaker",https://pokemondb.net/pokedex/drilbur,Excadrill, #0530, https://pokemondb.net/pokedex/excadrill
Swoobat,528,10.5 kg,90.0 cm,"Psychic,Flying","Unaware,Klutz,Simple"," Ignores any stat changes in the Pokémon., The Pokémon can't use any held items., Doubles all stat changes."," https://pokemondb.net/ability/unaware, https://pokemondb.net/ability/klutz, https://pokemondb.net/ability/simple",https://pokemondb.net/pokedex/swoobat,,,
Woobat,527,2.1 kg,40.0 cm,"Psychic,Flying","Unaware,Klutz,Simple"," Ignores any stat changes in the Pokémon., The Pokémon can't use any held items., Doubles all stat changes."," https://pokemondb.net/ability/unaware, https://pokemondb.net/ability/klutz, https://pokemondb.net/ability/simple",https://pokemondb.net/pokedex/woobat,Swoobat, #0528, https://pokemondb.net/pokedex/swoobat
Gigalith,526,260.0 kg,170.0 cm,Rock,"Sturdy,Sand Stream,Sand Force"," It cannot be knocked out with one hit., The Pokémon summons a sandstorm in battle., Boosts certain moves' power in a sandstorm."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/sand-stream, https://pokemondb.net/ability/sand-force",https://pokemondb.net/pokedex/gigalith,,,
Boldore,525,102.0 kg,90.0 cm,Rock,"Sturdy,Weak Armor,Sand Force"," It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed., Boosts certain moves' power in a sandstorm."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/weak-armor, https://pokemondb.net/ability/sand-force",https://pokemondb.net/pokedex/boldore,Gigalith, #0526," https://pokemondb.net/pokedex/boldore, https://pokemondb.net/pokedex/gigalith"
Zebstrika,523,79.5 kg,160.0 cm,Electric,"Lightning Rod,Motor Drive,Sap Sipper"," Draws in all Electric-type moves to up Sp. Attack., Raises Speed if hit by an Electric-type move., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/lightning-rod, https://pokemondb.net/ability/motor-drive, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/zebstrika,,,
Blitzle,522,29.8 kg,80.0 cm,Electric,"Lightning Rod,Motor Drive,Sap Sipper"," Draws in all Electric-type moves to up Sp. Attack., Raises Speed if hit by an Electric-type move., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/lightning-rod, https://pokemondb.net/ability/motor-drive, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/blitzle,Zebstrika, #0523, https://pokemondb.net/pokedex/zebstrika
Roggenrola,524,18.0 kg,40.0 cm,Rock,"Sturdy,Weak Armor,Sand Force"," It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed., Boosts certain moves' power in a sandstorm."," https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/weak-armor, https://pokemondb.net/ability/sand-force",https://pokemondb.net/pokedex/roggenrola,"Boldore,Gigalith"," #0525, #0526"," https://pokemondb.net/pokedex/boldore, https://pokemondb.net/pokedex/gigalith"
